store_id,amount
0,1461471.4285714296
1,711621.4285714288
2,1085392.857142857
4,3542728.571428573
5,2636844.0000000014
6,5522050.000000006
7,1425828.5714285723
8,2681315.714285715
9,3151135.714285717
10,0.0
11,3600500.000000003
12,4102548.7142857155
13,0.0
14,7778330.714285715
15,0.0
16,1993761.4285714296
17,1785571.4285714286
18,0.0
19,4887040.857142857
20,3969040.285714286
22,915435.7142857146
23,2580468.571428571
24,2233150.285714285
25,1106362.1428571425
26,2428040.2857142854
27,3739256.285714286
28,0.0
29,2489428.571428572
30,1168502.8571428568
31,2280265.7142857136
32,2328392.4285714286
33,0.0
34,1125271.214285714
35,1671707.2857142854
36,4555430.857142856
37,2979996.714285715
38,4041633.999999999
40,1556987.9285714286
41,4643875.857142857
42,0.0
43,1843341.571428571
45,1965508.0
46,9624682.857142858
47,4092191.42857143
48,0.0
49,954232.0000000002
50,2544087.0000000005
51,2555728.9999999977
52,1333576.1428571432
53,4388427.142857142
54,0.0
55,1913832.9285714284
57,21409651.42857142
58,9021492.857142856
59,15260911.428571427
60,3547446.285714285
61,1525982.2857142854
62,14350264.0
64,14897701.428571427
66,2006613.714285715
67,2204362.8571428573
68,2343505.7142857146
69,1035531.8571428573
70,5790985.714285715
71,3653554.2857142864
72,0.0
73,2029714.2857142854
74,551234.7142857141
75,0.0
76,7405813.857142858
77,0.0
78,2728948.571428572
79,2202992.8571428573
80,1426345.5714285716
81,3947043.7142857164
82,2984821.4285714296
83,3371799.999999999
84,3356542.857142857
85,5817405.714285715
86,17788155.71428571
87,4107985.7142857164
88,3093821.157142856
89,0.0
90,3014550.000000001
91,4671161.157142857
92,6091708.828571428
93,8183928.714285714
94,0.0
95,6193164.285714287
96,3637648.571428572
97,10053880.44285714
98,2166204.7857142864
99,2757572.857142858
100,2150305.9428571425
101,0.0
102,3003985.7142857155
103,0.0
104,4320218.571428574
105,1251164.285714286
106,3261084.285714288
107,0.0
108,3920978.5714285723
109,0.0
110,5330499.285714285
111,0.0
112,5827211.42857143
113,6559961.428571428
114,3174257.1428571427
115,1904609.285714286
116,0.0
117,2564672.928571429
118,0.0
119,19264723.571428567
120,5472437.142857144
121,0.0
122,0.0
123,2929399.2857142854
125,3364798.285714286
126,7212381.142857145
127,4146135.1428571427
128,5826597.142857142
129,3196228.571428572
130,0.0
131,1186927.3571428573
132,0.0
133,631660.0000000001
134,1864424.2857142861
136,2001765.7142857157
137,0.0
138,1320622.8571428577
139,0.0
141,5100159.314285714
142,5059507.142857144
143,2187337.142857143
144,3564510.0000000014
145,13069772.857142856
